reference,id,source,type,business,price,price_num,price_m2,area_m2,private_area,private_area_num,total_area,total_area_num,land_area,land_area_num,dorms,suites,bathrooms,parking,floor,address_complete,street,number,neighborhood,city,uf,latitude,longitude,advertiser,updated_days,url
2020005856,3da9d80c-6f5c-4a84-a533-2340e59a145b,sub100,Apartamento,Venda,"169.000,00",169000.0,3930.23,43.0,"43,00",43.0,"50,00",50.0,"50,00",50.0,2,0,1,1,3,"Rua Jorge Benedito Seraval, 3531, bl 04 ap 33 - Jardim Guairacá, Maringá - PR",Rua Jorge Benedito Seraval,3531,Jardim Guairacá,Maringá,PR,-23.3854125,-51.9721624,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020005856/venda/apartamento-em-maringa-pr/jardim-guairaca
2020006803,1f51eed5-ee20-445e-a85f-6dacdfd52cad,sub100,Apartamento,Venda,"190.000,00",190000.0,8636.36,22.0,"22,00",22.0,"57,00",57.0,"57,00",57.0,1,0,1,1,7,"Rua Doutor Saulo Porto Virmond, 1064, ap 711 - Chácara Paulista, Maringá - PR",Rua Doutor Saulo Porto Virmond,1064,Chácara Paulista,Maringá,PR,-23.4423481,-51.922733,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020006803/venda/apartamento-em-maringa-pr/chacara-paulista
2020007472,9437ad49-a7d3-4f82-b69a-e77790acd583,sub100,Apartamento,Venda,"215.000,00",215000.0,2792.21,77.0,"77,00",77.0,"81,00",81.0,"81,00",81.0,3,0,1,1,,"Avenida Doutor Mário Clapier Urbinati, 724, bl g ap 34 - Zona 07, Maringá - PR",Avenida Doutor Mário Clapier Urbinati,724,Zona 07,Maringá,PR,-23.405369,-51.9459467,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007472/venda/apartamento-em-maringa-pr/zona-07
24520000105,68163b3f-2508-4930-8414-1f8e944e3fc0,sub100,Apartamento,Venda,"235.000,00",235000.0,4272.73,55.0,"55,00",55.0,"0,00",0.0,"0,00",0.0,0,1,1,2,,"Rua Professor Lauro Eduardo Werneck, 1023, 1310 - Zona 07, Maringá - PR",Rua Professor Lauro Eduardo Werneck,1023,Zona 07,Maringá,PR,-23.4077353,-51.9392693,PAP Imóveis,0,https://sub100.com.br/imoveis/24520000105/venda/apartamento-em-maringa-pr/zona-07
24520000108,c5dd221a-2106-4f8e-9773-e1ce2165d3d3,sub100,Apartamento,Venda,"250.000,00",250000.0,5319.15,47.0,"47,00",47.0,"0,00",0.0,"0,00",0.0,2,0,1,1,,"Avenida José Alves Nendo, 1256, 01 - Jardim São Silvestre, Maringá - PR",Avenida José Alves Nendo,1256,Jardim São Silvestre,Maringá,PR,-23.4506126,-51.9097815,PAP Imóveis,0,https://sub100.com.br/imoveis/24520000108/venda/apartamento-em-maringa-pr/jardim-sao-silvestre
24520000086,a69090da-b71f-4ff9-9655-47d142607fc9,sub100,Apartamento,Venda,"250.000,00",250000.0,5478.85,45.63,"45,63",45.63,"0,00",0.0,"0,00",0.0,2,0,1,1,,"Rua Pioneira Maria Aparecida Araújo de Siqueira, 215, apto 701 - Loteamento Sumaré, Maringá - PR",Rua Pioneira Maria Aparecida Araújo de Siqueira,215,Loteamento Sumaré,Maringá,PR,-23.3817751,-51.9055654,PAP Imóveis,0,https://sub100.com.br/imoveis/24520000086/venda/apartamento-em-maringa-pr/loteamento-sumare
2020007075,df9d3aeb-b22a-47eb-b094-fd2779913a22,sub100,Apartamento,Venda,"250.000,00",250000.0,2976.19,84.0,"84,00",84.0,"101,00",101.0,"101,00",101.0,3,0,1,1,3,"Rua Paranaguá, 565, bl 11 ap 32 - Zona 07, Maringá - PR",Rua Paranaguá,565,Zona 07,Maringá,PR,-23.4078482,-51.9450163,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007075/venda/apartamento-em-maringa-pr/zona-07
420002072,5b56cd27-c07f-46c8-b488-7e269b855548,sub100,Apartamento,Venda,"255.000,00",255000.0,6096.1,41.83,"41,83",41.83,"79,78",79.78,"0,00",0.0,2,0,1,1,3,"Rua Pioneiro Alfredo José da Costa, 157, torre 2 - Jardim Alvorada, Maringá - PR",Rua Pioneiro Alfredo José da Costa,157,Jardim Alvorada,Maringá,PR,-23.3909575,-51.9090277,Bellakaza Negócios Imobiliários,0,https://sub100.com.br/imoveis/420002072/venda/apartamento-em-maringa-pr/jardim-alvorada
420001963,c0fcfcb3-5dd1-4925-b633-ea5a6611fc65,sub100,Apartamento,Venda,"260.000,00",260000.0,4646.18,55.96,"55,96",55.96,"59,40",59.4,"0,00",0.0,3,0,1,1,,"Rua Professor Giampero Monacci, 438 - Jardim Novo Horizonte, Maringá - PR",Rua Professor Giampero Monacci,438,Jardim Novo Horizonte,Maringá,PR,-23.443861399999985,-51.9371913,Bellakaza Negócios Imobiliários,0,https://sub100.com.br/imoveis/420001963/venda/apartamento-em-maringa-pr/jardim-novo-horizonte
19420001531,481cd3ee-fc57-406b-b467-815a5de8d9a2,sub100,Apartamento,Venda,"265.000,00",265000.0,5306.37,49.94,"49,94",49.94,"56,73",56.73,"0,00",0.0,1,1,2,1,,"Rua Moscados, 112 - Vila Marumby, Maringá - PR",Rua Moscados,112,Vila Marumby,Maringá,PR,-23.4483887,-51.9250967,Benites & Gonzaga Imóveis,0,https://sub100.com.br/imoveis/19420001531/venda/apartamento-em-maringa-pr/vila-marumby
2020007268,bd89fa20-6cd3-46ac-8d60-c9ee1c654099,sub100,Apartamento,Venda,"275.000,00",275000.0,3160.92,87.0,"87,00",87.0,"90,00",90.0,"90,00",90.0,3,0,1,1,2,"Rua Paranaguá, 565, bl 06 ap 21 - Zona 07, Maringá - PR",Rua Paranaguá,565,Zona 07,Maringá,PR,-23.4081633,-51.9443706,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007268/venda/apartamento-em-maringa-pr/zona-07
45420000154,7f597aa6-de6c-4b6e-a1fa-206f5a8bbe28,sub100,Apartamento,Venda,"288.574,34",288574.34,5393.91,53.5,"53,50",53.5,"103,00",103.0,"0,00",0.0,1,1,2,1,3,"Rua Marechal Floriano Peixoto, 237, fundos - vista p/ catedral - Zona 07, Maringá - PR",Rua Marechal Floriano Peixoto,237,Zona 07,Maringá,PR,-23.4154856,-51.9292466,Elson Maia Corretor de Imóveis,0,https://sub100.com.br/imoveis/45420000154/venda/apartamento-em-maringa-pr/zona-07
2020007446,0e739a21-2d81-4e16-8022-880934085465,sub100,Apartamento,Venda,"290.000,00",290000.0,3411.76,85.0,"85,00",85.0,"107,00",107.0,"107,00",107.0,3,0,2,1,,"Rua Martin Afonso, 1335, bl b ap 07 - Jardim Novo Horizonte, Maringá - PR",Rua Martin Afonso,1335,Jardim Novo Horizonte,Maringá,PR,-23.4399726,-51.9360833,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007446/venda/apartamento-em-maringa-pr/jardim-novo-horizonte
4320000103,3cfa087e-b7fb-44c0-93dc-626df343cc1d,sub100,Apartamento,Venda,"292.000,00",292000.0,7022.61,41.58,"41,58",41.58,"0,00",0.0,"0,00",0.0,2,0,1,1,,"Rua Nilo Cairo, 833 - Jardim Alvorada, Maringá - PR",Rua Nilo Cairo,833,Jardim Alvorada,Maringá,PR,-23.3885075,-51.9127779,Francomil Comércio Imobiliário,0,https://sub100.com.br/imoveis/4320000103/venda/apartamento-em-maringa-pr/jardim-alvorada
2020007383,d7c38971-a8c3-441c-96da-2b862eb3846d,sub100,Apartamento,Venda,"298.000,00",298000.0,4885.25,61.0,"61,00",61.0,"85,00",85.0,"85,00",85.0,3,0,1,1,,"Avenida Alziro Zarur, 796, ap 402 - Vila Vardelina, Maringá - PR",Avenida Alziro Zarur,796,Vila Vardelina,Maringá,PR,-23.4008122,-51.9633526,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007383/venda/apartamento-em-maringa-pr/vila-vardelina
2020007077,434ffcd7-81c4-4012-ab84-e5ab3b17b829,sub100,Apartamento,Venda,"320.000,00",320000.0,3678.16,87.0,"87,00",87.0,"128,00",128.0,"128,00",128.0,2,1,2,1,,"Rua Tietê, 222, ap 104 - Zona 07, Maringá - PR",Rua Tietê,222,Zona 07,Maringá,PR,-23.4099682,-51.9431665,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007077/venda/apartamento-em-maringa-pr/zona-07
62220000295,dac4c68e-e653-4a8c-87ca-a5d2090df089,sub100,Apartamento,Venda,"320.000,00",320000.0,7111.11,45.0,"45,00",45.0,"0,00",0.0,"0,00",0.0,2,0,1,1,2,"Rua Jair do Couto Costa, 1424, 204 - Recanto dos Magnatas, Maringá - PR",Rua Jair do Couto Costa,1424,Recanto dos Magnatas,Maringá,PR,-23.4497818,-51.940276,Morialle Imóveis,0,https://sub100.com.br/imoveis/62220000295/venda/apartamento-em-maringa-pr/recanto-dos-magnatas
2020007570,11850674-75f1-4c18-b199-3f918e14cb55,sub100,Apartamento,Venda,"325.000,00",325000.0,7386.36,44.0,"44,00",44.0,"56,00",56.0,"56,00",56.0,2,0,1,1,,"Rua Quintino Bocaiúva, 1357, torre 3 ap 907 - Zona 07, Maringá - PR",Rua Quintino Bocaiúva,1357,Zona 07,Maringá,PR,-23.4065121,-51.9472303,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007570/venda/apartamento-em-maringa-pr/zona-07
2020004437,762ae87b-a76b-43c9-84f7-ad1728bb7d82,sub100,Apartamento,Venda,"340.000,00",340000.0,7391.3,46.0,"46,00",46.0,"91,00",91.0,"91,00",91.0,1,1,2,1,,"Rua Bragança, 665, ap 306 - Zona 07, Maringá - PR",Rua Bragança,665,Zona 07,Maringá,PR,-23.4084888,-51.9422815,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020004437/venda/apartamento-em-maringa-pr/zona-07
62220000166,fb314daf-aeff-44a7-8277-2429799e9bbc,sub100,Apartamento,Venda,"340.000,00",340000.0,7391.3,46.0,"46,00",46.0,"0,00",0.0,"0,00",0.0,2,0,1,1,,"Rua Olímpio Mendes da Rocha, 355, 708 - Parque Residencial Cidade Nova, Maringá - PR",Rua Olímpio Mendes da Rocha,355,Parque Residencial Cidade Nova,Maringá,PR,-13.90108184065817,-50.713421874999995,Morialle Imóveis,0,https://sub100.com.br/imoveis/62220000166/venda/apartamento-em-maringa-pr/parque-residencial-cidade-nova
66920000131,541811f7-19f9-40a0-9a2b-c178983d71d0,sub100,Apartamento,Venda,"350.000,00",350000.0,6681.94,52.38,"52,38",52.38,"68,21",68.21,"0,00",0.0,0,1,1,1,Térreo,"Rua Pioneiro Marcelino Girotto, 85 - Jardim Itália II, Maringá - PR",Rua Pioneiro Marcelino Girotto,85,Jardim Itália II,Maringá,PR,-23.453121369942636,-51.93736692009887,WEGG Construtora,0,https://sub100.com.br/imoveis/66920000131/venda/apartamento-em-maringa-pr/jardim-italia-ii
420001950,f10a4c28-642e-42de-b857-8b80c8e9119a,sub100,Casa,Venda,"360.000,00",360000.0,4577.82,78.64,"0,00",0.0,"78,64",78.64,"150,00",150.0,2,1,2,1,,"Rua Edézio de Almeida Lima, 160 - Jardim Monte Rei, Maringá - PR",Rua Edézio de Almeida Lima,160,Jardim Monte Rei,Maringá,PR,-23.37701299999999,-51.95159800000001,Bellakaza Negócios Imobiliários,0,https://sub100.com.br/imoveis/420001950/venda/casa-em-maringa-pr/jardim-monte-rei
21220002802,216e24c7-4284-4c0f-b025-33aef731e966,sub100,Apartamento,Venda,"360.000,00",360000.0,6315.79,57.0,"57,00",57.0,"0,00",0.0,"0,00",0.0,2,0,1,1,,"Rua Vítor do Amaral,  - Jardim Alvorada, Maringá - PR",Rua Vítor do Amaral,,Jardim Alvorada,Maringá,PR,-23.387805938720703,-51.91041564941406,Imobiliária Herval,1,https://sub100.com.br/imoveis/21220002802/venda/apartamento-em-maringa-pr/jardim-alvorada
98920000079,c9eec010-ff4a-45ab-8204-17a3759d6a78,sub100,Casa,Venda,"365.000,00",365000.0,1962.37,186.0,"0,00",0.0,"186,00",186.0,"0,00",0.0,6,0,3,3,,",  - Jardim Itaipu, Maringá - PR",,,Jardim Itaipu,Maringá,PR,-23.451881408691406,-51.971866607666016,GR21 Empreendimentos Imobiliários,1,https://sub100.com.br/imoveis/98920000079/venda/casa-em-maringa-pr/jardim-itaipu
2020007536,9b177777-ef63-4d2b-b39b-88a416abedec,sub100,Casa,Venda,"370.000,00",370000.0,3700.0,100.0,"0,00",0.0,"100,00",100.0,"100,00",100.0,2,1,2,1,,"Rua Nilo Polo Ferrato, 241, residencia a - Jardim Paris, Maringá - PR",Rua Nilo Polo Ferrato,241,Jardim Paris,Maringá,PR,-23.3861269,-51.9491572,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007536/venda/casa-em-maringa-pr/jardim-paris
2020007375,87cc9d69-f4ef-4c81-8977-30afc5774e2a,sub100,Casa,Venda,"390.000,00",390000.0,2785.71,140.0,"0,00",0.0,"140,00",140.0,"301,00",301.0,2,1,2,2,,"Rua Pioneiro Domênico Durso, 151 - Jardim Montreal, Maringá - PR",Rua Pioneiro Domênico Durso,151,Jardim Montreal,Maringá,PR,-23.411892,-51.968885,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007375/venda/casa-em-maringa-pr/jardim-montreal
2020007505,412f05b1-c012-49f4-a355-c179339a637b,sub100,Casa,Venda,"390.000,00",390000.0,3391.3,115.0,"0,00",0.0,"115,00",115.0,"300,00",300.0,2,0,2,5,,"Rua Pioneira Rosa Esteves Gusmão, 62 - Jardim Diamante, Maringá - PR",Rua Pioneira Rosa Esteves Gusmão,62,Jardim Diamante,Maringá,PR,-23.3736116,-51.9408161,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007505/venda/casa-em-maringa-pr/jardim-diamante
2020007425,fac38758-8b32-4eaa-8b12-9d75e3b4eeb9,sub100,Casa,Venda,"399.000,00",399000.0,3660.55,109.0,"0,00",0.0,"109,00",109.0,"150,00",150.0,2,1,2,1,,"Rua Pioneiro Jurandyr Schelles, 384 - Jardim Dias I, Maringá - PR",Rua Pioneiro Jurandyr Schelles,384,Jardim Dias I,Maringá,PR,-23.374527,-51.924926,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007425/venda/casa-em-maringa-pr/jardim-dias-i
2020005428,48322a56-f2a1-457a-8a25-8a1b63f59a3d,sub100,Apartamento,Venda,"400.000,00",400000.0,5797.1,69.0,"69,00",69.0,"105,00",105.0,"105,00",105.0,2,1,2,1,,"Rua Novo Horizonte, 112, ap 201 - Jardim Novo Horizonte, Maringá - PR",Rua Novo Horizonte,112,Jardim Novo Horizonte,Maringá,PR,-23.4447541,-51.9315656,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020005428/venda/apartamento-em-maringa-pr/jardim-novo-horizonte
48120000201,8e1a9a08-c6be-4388-8eb6-2f3fc5e6649d,sub100,Apartamento,Venda,"400.000,00",400000.0,6779.66,59.0,"59,00",59.0,"0,00",0.0,"0,00",0.0,1,1,2,1,,"Rua Rui Barbosa, 1262 - Zona 07, Maringá - PR",Rua Rui Barbosa,1262,Zona 07,Maringá,PR,-23.417624,-51.95667,Marilene Insaurralde,0,https://sub100.com.br/imoveis/48120000201/venda/apartamento-em-maringa-pr/zona-07
2020007221,16f226c5-84c4-4b26-8668-77942738419e,sub100,Apartamento,Venda,"410.000,00",410000.0,6949.15,59.0,"59,00",59.0,"69,00",69.0,"69,00",69.0,1,1,2,1,4,"Rua Rui Barbosa, 1262, apto 401 - Zona 07, Maringá - PR",Rua Rui Barbosa,1262,Zona 07,Maringá,PR,-23.4158494,-51.9515596,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007221/venda/apartamento-em-maringa-pr/zona-07
21220002982,bce2694b-40d6-4087-96cc-bc90f8538d29,sub100,Casa,Venda,"424.000,00",424000.0,3533.33,120.0,"0,00",0.0,"120,00",120.0,"0,00",0.0,2,1,2,3,,"Rua Antônio Miles,  - Conjunto João de Barro Porto Seguro II, Maringá - PR",Rua Antônio Miles,,Conjunto João de Barro Porto Seguro II,Maringá,PR,-23.44945,-51.8996566,Imobiliária Herval,1,https://sub100.com.br/imoveis/21220002982/venda/casa-em-maringa-pr/conjunto-joao-de-barro-porto-seguro-ii
40720004393,911bffb6-9a68-4c83-9795-c0b90998eb02,sub100,Apartamento,Venda,"425.000,00",425000.0,7727.27,55.0,"55,00",55.0,"0,00",0.0,"0,00",0.0,2,0,1,1,,"Rua Ernesto Mariucci, 366, torre ""b - Jardim Aclimação, Maringá - PR",Rua Ernesto Mariucci,366,Jardim Aclimação,Maringá,PR,-23.4468027,-51.9194791,Ideal Maringá Imóveis,0,https://sub100.com.br/imoveis/40720004393/venda/apartamento-em-maringa-pr/jardim-aclimacao
420001386,4abd146d-3382-4534-a93d-173843f00678,sub100,Casa,Venda,"430.000,00",430000.0,4343.43,99.0,"0,00",0.0,"99,00",99.0,"150,00",150.0,3,0,1,2,,"Rua Senador Teotônio Brandão Vilela, 951B - Parque da Gávea, Maringá - PR",Rua Senador Teotônio Brandão Vilela,951B,Parque da Gávea,Maringá,PR,-23.453292899999973,-51.91884940000001,Bellakaza Negócios Imobiliários,0,https://sub100.com.br/imoveis/420001386/venda/casa-em-maringa-pr/parque-da-gavea
2020006782,31a46eba-9dd1-449f-86e1-3a126f9abb96,sub100,Casa,Venda,"430.000,00",430000.0,2150.0,200.0,"0,00",0.0,"200,00",200.0,"200,00",200.0,3,0,2,0,,"Rua Paim, 113 - Parque das Laranjeiras, Maringá - PR",Rua Paim,113,Parque das Laranjeiras,Maringá,PR,-23.39305,-51.9577529,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020006782/venda/casa-em-maringa-pr/parque-das-laranjeiras
24520000113,21dc2b13-e912-4613-af81-0727ad8e44ac,sub100,Apartamento,Venda,"440.000,00",440000.0,4631.58,95.0,"95,00",95.0,"0,00",0.0,"0,00",0.0,1,1,3,1,,"Rua Mandaguari, 83, 302 - Zona 07, Maringá - PR",Rua Mandaguari,83,Zona 07,Maringá,PR,-23.409907,-51.9405362,PAP Imóveis,0,https://sub100.com.br/imoveis/24520000113/venda/apartamento-em-maringa-pr/zona-07
2020007595,7248e4db-1bef-456b-9078-83cd70f16457,sub100,Apartamento,Venda,"450.000,00",450000.0,5056.18,89.0,"89,00",89.0,"132,00",132.0,"132,00",132.0,3,0,2,1,6,"Rua Marechal Floriano Peixoto, 1144, ap 602 - Zona 07, Maringá - PR",Rua Marechal Floriano Peixoto,1144,Zona 07,Maringá,PR,-23.4142341,-51.9320543,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007595/venda/apartamento-em-maringa-pr/zona-07
420001874,3b825e3e-436c-46e6-a367-5b9d5759125b,sub100,Casa,Venda,"450.000,00",450000.0,4502.25,99.95,"0,00",0.0,"99,95",99.95,"150,01",150.01,2,1,2,2,,"Rua Pioneiro Antônio de Paula Freitas, 330 - Jardim Império do Sol, Maringá - PR",Rua Pioneiro Antônio de Paula Freitas,330,Jardim Império do Sol,Maringá,PR,-23.38115989999999,-51.9538861,Bellakaza Negócios Imobiliários,0,https://sub100.com.br/imoveis/420001874/venda/casa-em-maringa-pr/jardim-imperio-do-sol
2020005980,d522f83f-2295-4648-9890-7439dfa083bd,sub100,Casa,Venda,"459.000,00",459000.0,4172.73,110.0,"0,00",0.0,"110,00",110.0,"250,00",250.0,2,1,2,3,,"Rua Marechal Mascarenhas de Moraes, 286, esquina - Jardim Alvorada, Maringá - PR",Rua Marechal Mascarenhas de Moraes,286,Jardim Alvorada,Maringá,PR,-23.4026121,-51.9252037,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020005980/venda/casa-em-maringa-pr/jardim-alvorada
60920000191,996e010b-4252-4665-a9b0-420beac24c65,sub100,Apartamento,Venda,"469.000,00",469000.0,7444.44,63.0,"63,00",63.0,"63,00",63.0,"63,00",63.0,3,0,1,1,6,"Rua Londrina, 144 - Jardim Aclimação, Maringá - PR",Rua Londrina,144,Jardim Aclimação,Maringá,PR,-23.444956970171,-51.919473169068,Jônatas Delgado Imóveis,0,https://sub100.com.br/imoveis/60920000191/venda/apartamento-em-maringa-pr/jardim-aclimacao
21220002176,a5d97587-8380-4def-8ab2-074e00d19c79,sub100,Casa,Venda,"470.000,00",470000.0,3671.88,128.0,"0,00",0.0,"128,00",128.0,"0,00",0.0,2,1,2,2,,"Rua Pioneiro Jose Ferreira,  - Jardim Copacabana, Maringá - PR",Rua Pioneiro Jose Ferreira,,Jardim Copacabana,Maringá,PR,-23.37996035280882,-51.94748174652149,Imobiliária Herval,1,https://sub100.com.br/imoveis/21220002176/venda/casa-em-maringa-pr/jardim-copacabana
2020007391,09f11a03-7e61-4f54-893a-a13111fdd8ba,sub100,Casa,Venda,"480.000,00",480000.0,4102.56,117.0,"0,00",0.0,"117,00",117.0,"117,00",117.0,3,0,2,1,,"Rua Lima, 518 - Vila Morangueira, Maringá - PR",Rua Lima,518,Vila Morangueira,Maringá,PR,-23.4105464,-51.9199292,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007391/venda/casa-em-maringa-pr/vila-morangueira
31120000805,7065ff53-ee0a-44ed-bfe7-a18ef68fa115,sub100,Apartamento,Venda,"480.000,00",480000.0,10212.77,47.0,"47,00",47.0,"81,00",81.0,"81,00",81.0,0,1,1,1,10,"Avenida Tamandaré, 30, apto 1006 - Zona 01 Centro, Maringá - PR",Avenida Tamandaré,30,Zona 01 Centro,Maringá,PR,-23.4188461,-51.9333726,Imobiliária Casa Nova,0,https://sub100.com.br/imoveis/31120000805/venda/apartamento-em-maringa-pr/zona-01-centro
2020007543,93627ed2-77d5-4251-bfc2-12c05b6e8a8e,sub100,Casa,Venda,"490.000,00",490000.0,5764.71,85.0,"0,00",0.0,"85,00",85.0,"85,00",85.0,3,0,2,2,,"Rua Pioneira Rosa Portela da Silva, 931, a - Jardim Montreal, Maringá - PR",Rua Pioneira Rosa Portela da Silva,931,Jardim Montreal,Maringá,PR,-23.4116125,-51.9655284,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007543/venda/casa-em-maringa-pr/jardim-montreal
2020007015,e4221092-e31f-46eb-a7b3-066900c3da7c,sub100,Casa,Venda,"490.000,00",490000.0,3656.72,134.0,"0,00",0.0,"134,00",134.0,"428,00",428.0,2,1,2,1,,"Rua Kiri, 727 - Parque Residencial Quebec, Maringá - PR",Rua Kiri,727,Parque Residencial Quebec,Maringá,PR,-23.3878448,-51.9381605,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007015/venda/casa-em-maringa-pr/parque-residencial-quebec
420001431,84fb3210-c01a-4516-8de7-e79090faabef,sub100,Casa,Venda,"498.000,00",498000.0,2721.31,183.0,"0,00",0.0,"183,00",183.0,"300,00",300.0,2,1,2,2,,"Rua Amílcar Vecchi, 574 - Jardim América, Maringá - PR",Rua Amílcar Vecchi,574,Jardim América,Maringá,PR,-23.423648500000006,-51.889615400000004,Bellakaza Negócios Imobiliários,0,https://sub100.com.br/imoveis/420001431/venda/casa-em-maringa-pr/jardim-america
16120000134,2bef8dda-669a-480c-b416-9f68972c93d7,sub100,Apartamento,Venda,"499.000,00",499000.0,8316.67,60.0,"60,00",60.0,"85,00",85.0,"0,00",0.0,2,0,2,1,17,"Rua São Cristóvão, 1365 - Zona 08, Maringá - PR",Rua São Cristóvão,1365,Zona 08,Maringá,PR,-23.4345201,-51.9114998,Fujimóveis Empreendimentos Imobiliários,0,https://sub100.com.br/imoveis/16120000134/venda/apartamento-em-maringa-pr/zona-08
21220002943,0a748397-4ff7-4765-8e82-40b42775e02b,sub100,Casa,Venda,"500.000,00",500000.0,3333.33,150.0,"0,00",0.0,"150,00",150.0,"0,00",0.0,2,1,2,2,,"Rua Eloi Moreira de Souza,  - Jardim Dias I, Maringá - PR",Rua Eloi Moreira de Souza,,Jardim Dias I,Maringá,PR,-23.3786738,-51.9213339,Imobiliária Herval,1,https://sub100.com.br/imoveis/21220002943/venda/casa-em-maringa-pr/jardim-dias-i
420002090,21ee8509-29b0-4dc6-95a3-78b2501d55e0,sub100,Apartamento,Venda,"520.000,00",520000.0,4450.91,116.83,"116,83",116.83,"173,05",173.05,"0,00",0.0,2,1,3,1,,"Avenida Cerro Azul,  - Jardim Novo Horizonte, Maringá - PR",Avenida Cerro Azul,,Jardim Novo Horizonte,Maringá,PR,-23.43854119999998,-51.93248650000001,Bellakaza Negócios Imobiliários,0,https://sub100.com.br/imoveis/420002090/venda/apartamento-em-maringa-pr/jardim-novo-horizonte
66920000020,76c86f5b-e46d-47e0-87f9-0e3d3c4fb55a,sub100,Apartamento,Venda,"520.000,00",520000.0,7492.8,69.4,"69,40",69.4,"135,90",135.9,"0,00",0.0,2,1,2,1,3,"Rua Jaracatiá, 248 - Vila Bosque, Maringá - PR",Rua Jaracatiá,248,Vila Bosque,Maringá,PR,-23.434308110253205,-51.926077789596555,WEGG Construtora,0,https://sub100.com.br/imoveis/66920000020/venda/apartamento-em-maringa-pr/vila-bosque
420001392,c63d0f7b-0fb2-46f5-a75b-14ff0d06a0da,sub100,Apartamento,Venda,"530.000,00",530000.0,7066.67,75.0,"75,00",75.0,"105,00",105.0,"0,00",0.0,2,1,2,2,10,"Rua Mem de Sá, 1703, torre b - Vila Bosque, Maringá - PR",Rua Mem de Sá,1703,Vila Bosque,Maringá,PR,-23.4384993,-51.9272058,Bellakaza Negócios Imobiliários,0,https://sub100.com.br/imoveis/420001392/venda/apartamento-em-maringa-pr/vila-bosque
2020007554,5d52c7ec-ff1e-4841-9a2c-d80a6fb6cfe3,sub100,Casa,Venda,"530.000,00",530000.0,4774.77,111.0,"0,00",0.0,"111,00",111.0,"111,00",111.0,2,1,3,2,,"Rua Pioneiro Antonio Bughi, 196, casa b - Jardim Paris VI, Maringá - PR",Rua Pioneiro Antonio Bughi,196,Jardim Paris VI,Maringá,PR,-23.3806474,-51.9636635,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007554/venda/casa-em-maringa-pr/jardim-paris-vi
40720004382,ce97fdfe-874c-495f-8b89-6d3555440d98,sub100,Apartamento,Venda,"540.000,00",540000.0,6837.17,78.98,"78,98",78.98,"120,06",120.06,"0,00",0.0,2,1,2,1,2,"Avenida São Paulo, 3133 - Vila Bosque, Maringá - PR",Avenida São Paulo,3133,Vila Bosque,Maringá,PR,-23.4382833,-51.92449939999999,Ideal Maringá Imóveis,0,https://sub100.com.br/imoveis/40720004382/venda/apartamento-em-maringa-pr/vila-bosque
21220002828,e65bc09f-216f-4b83-ae19-8d0c351e29cb,sub100,Casa,Venda,"540.000,00",540000.0,5400.0,100.0,"0,00",0.0,"100,00",100.0,"0,00",0.0,2,1,2,2,,"Rua Pioneiro Otaviano Pereira Soares,  - Jardim Paris III, Maringá - PR",Rua Pioneiro Otaviano Pereira Soares,,Jardim Paris III,Maringá,PR,-23.384305993301766,-51.96189396174397,Imobiliária Herval,1,https://sub100.com.br/imoveis/21220002828/venda/casa-em-maringa-pr/jardim-paris-iii
2020007594,c61778c4-e07e-4ceb-81f3-90c8c856b006,sub100,Apartamento,Venda,"548.000,00",548000.0,4981.82,110.0,"110,00",110.0,"170,00",170.0,"170,00",170.0,3,1,2,1,2,"Rua Tietê, 421, 2° - Zona 07, Maringá - PR",Rua Tietê,421,Zona 07,Maringá,PR,-23.411057,-51.9447353,Lélo Imóveis,0,https://sub100.com.br/imoveis/2020007594/venda/apartamento-em-maringa-pr/zona-07
