objectid,id,hash,matricula,cnm,cns,municipio_cod_ibge,lon,lat
210258,862443,c77e55a0441326f4a3e0340461e3f4b7f438ff3f22de8f4af6b20fbf4acc46f1,0020034,1591862002003415,159186,4115200,-51.92047179999997,-23.38370599999996
210259,862444,98648d30632491b695c292e4b0da67d9940315468d4b7608809dda2919c06f3d,0018691,1591862001869167,159186,4115200,-51.92365459999996,-23.386369199999933
210260,862445,a766b6a338dc4917de73dccffe2a703bc05ead85f33899e06d3b9fab889c0130,0005377,1591862000537745,159186,4115200,-51.949149199999965,-23.419943399999966
210261,862446,3fab604aae2ece44f752fb5bc54d5bd8e89d86fe68337949b2a7d790b063b85c,0003468,1591862000346849,159186,4115200,-51.93752319999999,-23.42312329999993
210262,862451,427a97c568a84b7a38088d1ad2c5e5a78f8ad348c1a60da048bbc6284731cb56,0019311,1591862001931150,159186,4115200,-51.92968849999994,-23.384293199999945
210263,862453,9547f2d2f14a5b12b552da41e203446468525e98af232514f2e50e4974b515bf,0007634,1591862000763464,159186,4115200,-51.97524889999994,-23.423046299999953
210264,862455,ce5bd8bbc01e0094f325c60b7e135e35548df323cbefc2c524e8788ea48e4020,0014606,1591862001460603,159186,4115200,-51.93161829999997,-23.37828479999996
210265,862458,e70a1c9f5232b60e150fb81da8325eb5bbe1c5184c80cea829977d1dd97cb29b,0003089,1591862000308922,159186,4115200,-51.94163809999998,-23.424657399999944
210266,862459,129f7b0d8c75c18f4eb0f989e659337cc00474643d123b50a60eedb154a93f4f,0019582,1591862001958213,159186,4115200,-51.987005899999986,-23.398803099999952
210268,862467,3e8a03d8c3640e39becf2594121a778ac8f5222fa67da4b1075a0cef249c1d3b,0006328,1591862000632805,159186,4115200,-51.95718939999995,-23.421152099999972
210269,862479,b6bceb6c8066d31a81dd15a01a96707d52555ec281285d5483458fff88daa976,0020027,1591862002002736,159186,4115200,-51.93752319999999,-23.42312329999993
210270,862480,321186c19f744ab21c82a55bd3f5a059cd0de5fafca8d3bb87f47e0339ee7760,0003469,1591862000346946,159186,4115200,-51.93752319999999,-23.42312329999993
210271,862482,e21d7407a71aaafc149ab8bd444fae8e1696f31abf9d87fb5524fa0fa7024857,0016933,1591862001693306,159186,4115200,-51.935652999999945,-23.424968899999953
210272,862485,8e8c0b236e15fb009634eb5b38908c06ddf47ac5c04c6aba00908181b3fa4dfc,0013476,1591862001347695,159186,4115200,-51.965029899999934,-23.422897099999943
210273,862490,1e78ff4781a1a0680b0c8d79b2474e808dd29b5dfb6f8dbab640380ed6e89675,0019673,1591862001967331,159186,4115200,-51.933243499999946,-23.37646499999994
210274,862493,9b3c016e9de1f28c5ebfdbf012e0b5bfc90741ea0a540fecf68d184153b8661d,0001088,1591862000108811,159186,4115200,-51.978704499999935,-23.444223499999964
210275,862494,228d9f8fbcc5a736d75b61f099018286f6ff5476115cc5c53d670cfdefa97e4f,0017036,1591862001703685,159186,4115200,-51.97372299999995,-23.415558399999952
210276,862496,978b20f4deda4aeaa0de6e628deea15ed1def107bbe8f5a044d8ac5621b95735,0019591,1591862001959183,159186,4115200,-51.97940099999994,-23.403966799999978
210277,862501,d5be41e2fdf81adb19d341cdf6bb125ce961ab4f3c01460c6614fde8b8498676,0015311,1591862001531122,159186,4115200,-51.94741549999998,-23.42671869999998
210278,862502,8e1563f3696f25c698e66a1a626484f493405f4572876a4dce3716218075855f,0007631,1591862000763173,159186,4115200,-51.97524889999994,-23.423046299999953
210279,862505,5b892c79ee27305b0a637ff122f91304ff695209d657278b008fe594a5d23a3c,0014990,1591862001499015,159186,4115200,-51.978704499999935,-23.444223499999964
210280,862507,f89d0928473c703577b99a68673eecb4054057288236f407767462044db489c7,0019935,1591862001993521,159186,4115200,-51.93533199999996,-23.424069199999963
210281,862509,ecf6453e1f396c10270edc3d7ed79903cc0f075a2a2ef8ec1dfd7be1cafb13ea,0001999,1591862000199991,159186,4115200,-51.93548089999996,-23.42965419999996
210282,862515,1e8fe93361025e080d17c1e8d7b61a3ef6c53d4d76a452c5dcbe420327709f59,0013523,1591862001352351,159186,4115200,-51.965029899999934,-23.422897099999943
210283,862516,58082e62e4fc1a2b705bdbae3db875b7a629789c78a001fcd7a7d8be0e4c1cb2,0020019,1591862002001960,159186,4115200,-51.97604219999994,-23.39481889999996
210284,862518,0cddfc186ed6827f69fce4b43a7131824a679dd88dbc567469633b94545e8a29,0019467,1591862001946767,159186,4115200,-51.93411579999997,-23.37877409999993
210285,862521,0e0db515db05cd97c1ed227fad8f326f8d6853d9026d31cdd284b0f06508b68e,0003182,1591862000318234,159186,4115200,-51.978704499999935,-23.444223499999964
210286,862523,2cb5521fbe6864a8c033846760ee14689bb1842386f013ee2f3d60331517bcec,0019340,1591862001934060,159186,4115200,-51.927728799999954,-23.37836599999997
210287,862528,a9343216dd3e38938340f9f8412c134dee6b29894888c606aad0653ae43be491,0017992,1591862001799230,159186,4115200,-51.933002999999985,-23.422817299999963
210288,862529,c1b6a0f79961a7ee47ed86c1fefcaf272547111efec171688c1504cb9187b8c8,0013523,1591862001352351,159186,4115200,-51.965029899999934,-23.422897099999943
210289,862532,deb375be389dc8c342554000b15421da92dc6a5468624ba10123503d59d71a04,0019926,1591862001992648,159186,4115200,-51.965029899999934,-23.422897099999943
210290,862533,75457ff85093caefcb3d5093e53efc2d27323e19b65bf7fbacf5b93b70d86136,0016691,1591862001669153,159186,4115200,-51.93146799999994,-23.37585649999994
210291,862539,de527411f0831e69cac4cc25e423af0a5c447ad2e9f0ba33b0152eb94d967183,0009632,1591862000963284,159186,4115200,-51.945244299999956,-23.42181779999993
210292,862547,509db1ad8d21229e7d87e0e12627f6743cda89a1daff9c690c560eb609574b18,0010829,1591862001082982,159186,4115200,-51.96069279999995,-23.42592689999998
210293,862551,1a6b0b579fc2e95d16cee399545f30164a1f4c035787dfc74b76831ed59e8525,0019945,1591862001994588,159186,4115200,-51.98185559999996,-23.404028299999936
210294,862553,7afd43546a98c638f19fb2e4d7bfd3073368ed3fecf574fb6b3a83d08919d21d,0015075,1591862001507551,159186,4115200,-51.978704499999935,-23.444223499999964
210295,862554,b71f89e57b78102f53f2f76458cb6c33345b6faf623a03b8213356675e278f28,0012657,1591862001265730,159186,4115200,-51.95836529999997,-23.43485149999998
210296,862555,4398126cba4d1df28029e500ee7248c682dc0b8781f46adc132caef2c3a284d3,0004853,1591862000485365,159186,4115200,-51.93824459999996,-23.422781699999973
210297,862556,0f7b82929941af33cd257cf7e7ce8e5c327ada42017191f22f2b89915741afc3,0019592,1591862001959280,159186,4115200,-51.97940099999994,-23.403966799999978
210298,862558,1517d8c62be6f51c3abfc99a0f88260328ec375a09405951e097d35bbcf7fbfa,0000918,1591862000091836,159186,4115200,-51.93577259999995,-23.424010099999975
210299,862561,068c8e7246f6dbedd59fecd088e3903b906b902cfc274f3b53f9ad9b1223ff89,0016467,1591862001646746,159186,4115200,-51.95522619999997,-23.434282399999972
210300,862562,0d025f7647e0add602c7eac8eea1425df72d24e1a4f75fd11206c4bdac9a24ce,0019672,1591862001967234,159186,4115200,-51.96078879999993,-23.43282469999997
210301,862563,f5f8ffc90da278b5f4f24616526d1eec4604febff26ad2cd35a6bc8b5ec9fad9,0005521,1591862000552198,159186,4115200,-51.949149199999965,-23.419943399999966
210302,862566,95d0f0453fad84349365cad696488070996e5a118690c8c71db39c83aeee4284,0005376,1591862000537648,159186,4115200,-51.949149199999965,-23.419943399999966
210303,862568,3bcc7157fc899687a914dfdedc5cba44ea5605552949a90b3818b766290ef710,0013488,1591862001348859,159186,4115200,-51.965029899999934,-23.422897099999943
210304,862577,bea5653e159e0d0e6452717a1c9c4063ef4574d6499dbaa4fda7c74309cac823,0020357,1591862002035716,159186,4115200,-51.933002999999985,-23.422817299999963
210305,862578,9e912344681d9056733580bb73d015a8c3f57244cc06f320d579e1f7ba661e32,0013556,1591862001355649,159186,4115200,-51.918421199999955,-23.37766359999995
210306,862582,22abbf85b184c41f9f65631166fd6541c1358212a46302a084abd394a250214c,0013549,1591862001354970,159186,4115200,-51.92365459999996,-23.386369199999933
210307,862583,7b4876c84246b43f75e46ef21cc8746d99e36c81a347e7ddfc1074749c6c1bde,0019449,1591862001944924,159186,4115200,-51.92148059999994,-23.37964939999995
210308,862585,c12baa07a5c138dc0b7ab4cb2958d439b1b69b145816e99057f2b703fb2c29cd,0005705,1591862000570531,159186,4115200,-51.949149199999965,-23.419943399999966
210309,862586,23c0d00d75138112f5b85081533b588b5b6b65f5fb7d5b9a0c9e96840b53c5b1,0018880,1591862001888082,159186,4115200,-51.93922239999995,-23.419877499999927
210311,862589,bc591c57eaffab103cee1c687d0cfa5e3d8d0a0a41585cf7bc2fc946f8d83380,0020282,1591862002028247,159186,4115200,-51.92475639999998,-23.37457729999994
210312,862591,6ef28b9df3c4c661de8738603ecb1f25ee3c6576446e56e25a78d674e256dfce,0011174,1591862001117417,159186,4115200,-51.95522619999997,-23.434282399999972
210313,862592,ee9115e3469f9ebd41803cda1d9f0b2d2f63a987b5b1cf49323161da4b6b6ee2,0020265,1591862002026598,159186,4115200,-51.91588409999997,-23.381166099999973
210314,862593,a48564561e828e68ca9d5fc5cdf206e049ba235fe9b47a853a3281d12d9c049a,0020326,1591862002032612,159186,4115200,-51.97754679999997,-23.409106099999974
210315,862598,c622f92d9a6adfa8b6d824f49e688f66bb85385357045e16d0f9013ab1a3eb1d,0020255,1591862002025531,159186,4115200,-51.95522619999997,-23.434282399999972
210316,862599,d11873c963c5ca019a569a1ec521fc57516802353b4da1482722a99f419d75de,0020294,1591862002029411,159186,4115200,-51.93638749999997,-23.42567329999997
210317,862602,be9433f28a57787121ff03459c284e1b0e1800c49c0d602fbe134ee365b3d754,0009635,1591862000963575,159186,4115200,-51.945244299999956,-23.42181779999993
210318,862607,b34315331f008ce115fe61f70c1bd166f3f7a6a9c0d1bef2ed984f82e609122c,0019647,1591862001964712,159186,4115200,-51.975606899999946,-23.40539579999995
210319,862615,94d45c4c5f307d35fea9e7364cab6e2999f0edda059d7f4af4f67ad015b6f7ae,0020268,1591862002026889,159186,4115200,-51.918046699999934,-23.37849589999996
210320,862618,3dfa573e6c1db5ddb5f08fd0860e7276d6f5de88580a65b966de0638f14aacac,0009834,1591862000983460,159186,4115200,-51.95522619999997,-23.434282399999972
210321,862619,a03ea1aa3a0263437b98e94e3f0feaa60f065993a8f6fd635cccfb678461c595,0019651,1591862001965197,159186,4115200,-51.93577259999995,-23.424010099999975
210322,862620,a69bb1df507921094d660b1d0590b376a4eba2b3d50132c7b55b9cf03f4af95f,0010952,1591862001095204,159186,4115200,-51.97604219999994,-23.39481889999996
210323,862624,83afbe284094f0760d06d867e0147176189003a27bd8f82ea898238adfdd00f3,0006691,1591862000669180,159186,4115200,-51.978704499999935,-23.444223499999964
210324,862627,427f5551cb0dc62bb3051a4654cb41cebaa7a8154fe41c05486f465f79979aa9,0002135,1591862000213571,159186,4115200,-51.957549599999936,-23.43169789999996
210325,862628,6a0a6c331dede6a7e07acc63bc7471aac907ecd6f9b206aaf793cce41df96acc,0020057,1591862002005743,159186,4115200,-51.945244299999956,-23.42181779999993
210326,862629,22b4b52903f93b14058da93bc376af68bb79b0c86b3cb38497ad9f6076a02cbd,0020365,1591862002036589,159186,4115200,-51.945244299999956,-23.42181779999993
210327,862632,8d5aa352b60d15a01e17fe464ff1afa5cdef56af99984f2c2aa1c76059fbbf29,0013840,1591862001384070,159186,4115200,-51.965029899999934,-23.422897099999943
210328,862634,5a1f22404db540b08ef97206ca3e0f4bded2e152c7e43a6f009b41a714096342,0019815,1591862001981590,159186,4115200,-51.92148059999994,-23.37964939999995
210329,862635,8ae701e56148a415c715137ed3225dc8d5c55f97479f08fc5ac5cb719c9077df,0002242,1591862000224241,159186,4115200,-51.93540649999994,-23.42497839999993
210330,862636,8b6ac5b73af31ab1783f3b135e32e932716d21d441cda4e20d761b199d14f104,0009656,1591862000965612,159186,4115200,-51.945244299999956,-23.42181779999993
210331,862642,1c4295c5810c7a12dab604cb24f21a34626647e5364884701368dcd088a97b7b,0017468,1591862001746850,159186,4115200,-51.934005199999945,-23.377636699999982
210332,862644,72f5a528c64626b905fdbb5f8cf757b5d5e76c04efb5436def5cbe613b1ff22d,0020325,1591862002032515,159186,4115200,-51.93638749999997,-23.42567329999997
210333,862645,9e5790ff7c8740c14245eae59b5197b343df1d823830e58e48b5081942df9b14,0020355,1591862002035522,159186,4115200,-51.98006439999995,-23.409626299999957
210334,862646,efeade3293271b65ae4e1932d85c9aac90fcaeeb3e590858fc6b3aa986abcdad,0010953,1591862001095398,159186,4115200,-51.97604219999994,-23.39481889999996
210335,862649,4c1a27e9dc0458973fa7a07533f392c4e634dfb0334b32c0be0c29c5bc4793c3,0014574,1591862001457402,159186,4115200,-51.91588409999997,-23.381166099999973
210336,862651,f2f600ab306a085d0bd7bc726bd52ae047346f60b39da9594acebba4a8c7633a,0018364,1591862001836478,159186,4115200,-51.986375399999986,-23.400255799999968
210337,862661,5d3b31061d68bbb27594f5a4c08e7e1436287a03cd5366830ea264fa3a99995c,0020307,1591862002030769,159186,4115200,-51.949124799999936,-23.43801009999993
210338,862662,64df32f652dfb846c545dc804852e057fda4429800405a52f266f5377830bcad,0020324,1591862002032418,159186,4115200,-51.933002999999985,-23.422817299999963
210339,862664,1abb3c86cd37d4603e8af78585666d8973b768302c32c23adee774adb6d76f8a,0012777,1591862001277758,159186,4115200,-51.93638749999997,-23.42567329999997
210340,862666,ffec34f42c0fb4571b216b454bf9156182aeb610ed25e01f8d6a101e52a6124c,0016244,1591862001624436,159186,4115200,-51.945244299999956,-23.42181779999993
210341,862668,adf3de44379b294fe3e93929ce08188d3dcced7497d46bec09e88f93a9e9689c,0019864,1591862001986440,159186,4115200,-51.96483029999996,-23.43060029999998
210342,862669,70a57ea409b0326a04a3fb761fee3bb6d3c8efd2207550bd91d12952ea9c6373,0020262,1591862002026210,159186,4115200,-51.93824459999996,-23.422781699999973
210343,862672,76d306e4e493c58fba7a713736911e9622747d3fad30e95cb5946e8c8c4f3841,0020290,1591862002029023,159186,4115200,-51.931503099999986,-23.37955549999998
210344,862679,29a6fbdd51fb34fd6abc264614aa80681db41514de71e91f0d2cfaccbbe46fa1,0010365,1591862001036519,159186,4115200,-51.91978029999996,-23.376266999999928
210345,862681,385862a926181d528d7c7b03cead2ca3a8bf16385078c039030bb74238ff9fb5,0020264,1591862002026404,159186,4115200,-51.92158329999995,-23.37437559999995
210346,862688,ebbe1f52369ed8cd015d5d05a576bdf92950606b4f332ae6308127f86a3ad760,0019674,1591862001967428,159186,4115200,-51.93113789999995,-23.380430199999978
210347,862691,1ed4bf74be956f3f3464dd0ae5f17f6e059bc654447a1e0371e01f177b126b0c,0016060,1591862001606006,159186,4115200,-51.93638749999997,-23.42567329999997
210348,862693,0ac28e03d574927758b111abc9be4d8a97bee58e5a1c8db9514729ee33064d18,0011653,1591862001165335,159186,4115200,-51.966592299999945,-23.426630699999976
210349,862695,1a54c9804bb304996018590b26c98dcf0b3bf049ac1708d13f6938a527730690,0005541,1591862000554138,159186,4115200,-51.949149199999965,-23.419943399999966
210350,862696,fcb8ac2a1267418c77bb4fe861fd7e850871843808ad28638a19dd2bfcdee9c7,0016853,1591862001685352,159186,4115200,-51.921516199999985,-23.38304889999995
210351,862699,630b440c2045a53558c7895c62746bf384546b574d66cd947598fb3b3c71ba0a,0003304,1591862000330456,159186,4115200,-51.978704499999935,-23.444223499999964
210352,862700,cb3821ba0f1d24e9aa88b7a3bad88eae9c51549bfe7e50e061888bc9e37af5a1,0006788,1591862000678880,159186,4115200,-51.978704499999935,-23.444223499999964
210353,862702,5f576b5464c3d0a08bf2a1583b9126550f72eb25eaf5227966d08545c4d970ae,0012370,1591862001237018,159186,4115200,-51.956029899999976,-23.421429199999977
210354,862703,0c4a519c4f0dc9d0359e373d1800c72e495b62336d0c7e9ab119f6e17405b2fa,0019914,1591862001991484,159186,4115200,-51.91949829999999,-23.382879899999978
210355,862705,80b270f6a0068b8edda98391d7a17d55cb842c0a6f9c516fc4ec171153ae8c29,0020323,1591862002032321,159186,4115200,-51.97940099999994,-23.403966799999978
210356,862707,1dd586c18d693946a23e441a7973b8da5d3752389c93deabb790d69c5b03f8a3,0020276,1591862002027665,159186,4115200,-51.94323859999997,-23.418020999999953
210357,862716,eead6b75ab74b5f8c316136f90a864ef65ccbe5c79ff2af13a48cf509fa4d9a5,0000746,1591862000074667,159186,4115200,-51.93824459999996,-23.422781699999973
210358,862717,892ad93a9d6a43fc75362197468a7252b5ba82de760ebc9972e22b71bae248c5,0017055,1591862001705528,159186,4115200,-51.95522619999997,-23.434282399999972
210359,862721,514f3f5ac1c570e56d2b5612deb43b3043b2c021ead33c01e864b0aa62307e6e,0020371,1591862002037171,159186,4115200,-51.93569819999993,-23.42344529999997
210360,862730,7b71038e5c75ecf19e5d2f64a938eabaf03379ba0b4cd4080aa846cb589bdf8d,0014743,1591862001474377,159186,4115200,-51.933002999999985,-23.422817299999963
210361,862735,e79c0d3c22b13e4bc3a3ad8ecab96f51011d788fddaa34e34814584b9dc9fe03,0018047,1591862001804759,159186,4115200,-51.92341109999995,-23.383314799999937
210362,862736,e2f5654ec077f8130261ca013eee0f632d34db68d359b7299f11b022ea010e53,0009835,1591862000983557,159186,4115200,-51.95522619999997,-23.434282399999972
210363,862740,4e8576a1de5584ab2a9e4b96ee51ab7ae0efdc69bb5496644138df7edd655d44,0017631,1591862001763146,159186,4115200,-51.96663609999996,-23.432276899999977
210364,862752,915d1489d6f6f4dcdaa5b7abcf8e9d7b4086390fb3a374ce70c5a3da2c323dfb,0020463,1591862002046386,159186,4115200,-51.95448819999996,-23.43715919999994
210365,862753,a88c141c8a7590aac42a7231529e9dd637960bb07c88ce93c4e8ab21068377b6,0016932,1591862001693209,159186,4115200,-51.93113789999995,-23.380430199999978
210366,862758,8202d23af8724a771f342ccc6b3e7f7664ad9338479a1edaa0156b99f6964ff1,0005612,1591862000561219,159186,4115200,-51.949149199999965,-23.419943399999966
210367,862763,53b3e52e8ef3879b0c5a485628d61987326092d2689a015dda283d1b02249416,0000918,1591862000091836,159186,4115200,-51.93577259999995,-23.424010099999975
210368,862765,5411f22d2eede2dc3a363d2f9d9c3248247c1485613d975a5bd43f605406e4f5,0020518,1591862002051818,159186,4115200,-51.93824459999996,-23.422781699999973
210369,862768,0c5d14a05df95313fecd04b2375aca79289b334e2a9109822e8da835db2f1fa3,0019605,1591862001960541,159186,4115200,-51.925568099999964,-23.38368029999998
210370,862770,08da65aba00b5d022550afc627499c44effe00bd359daad65ae4e008fc14a7fb,0004212,1591862000421248,159186,4115200,-51.93638749999997,-23.42567329999997
210371,862771,02eb54ede4d7361aac3d7eeb34c56698fc7c8bb0b23d9dfcb8bea97a8fad7527,0020502,1591862002050266,159186,4115200,-51.916628499999945,-23.381475299999977
210372,862772,6198f69ecd29bcaa51c6c3c1eafce292abba44d678b1d081a80f2dda6d37ab96,0009676,1591862000967649,159186,4115200,-51.945244299999956,-23.42181779999993
210373,862775,64f116daf45974c4b1c8c2cf61aeeb0f01cfc7d5bdba988d845a52cbc4ac946e,0020433,1591862002043379,159186,4115200,-51.98257609999996,-23.39986049999993
210374,862779,70ebe7410db58af8dcbfceb467aad623574e436b265410de8a065172f9874cb4,0018218,1591862001821831,159186,4115200,-51.93429349999997,-23.435169799999983
210375,862785,dac205c6a2ac4b65fc341838ffcafed57d6551fbe91ed8ed405194446f06d09c,0020409,1591862002040954,159186,4115200,-51.93824459999996,-23.422781699999973
210376,862786,7d74fa8589ffb4a93b2e988110c8f1f0465009fb33a72fe56b925f285b8e7fff,0007138,1591862000713897,159186,4115200,-51.93548089999996,-23.42965419999996
210377,862787,d95125e6e0280ceb1f643f2174686dcbe7902f34446b793139cc2186e1a4fb33,0002358,1591862000235881,159186,4115200,-51.923747799999944,-23.388472599999943
210378,862789,e4f880f6cc63ede2e0bda202ab9d5a500dbd6698604d0b410f1c7497187c2e52,0020462,1591862002046289,159186,4115200,-51.95522619999997,-23.434282399999972
210379,862792,891a950bc4f1d876a24e023d73841d88c5badc8eda847388ac6641dac72e7c7c,0020408,1591862002040857,159186,4115200,-51.93824459999996,-23.422781699999973
210380,862795,6df9bf1e206eba1bf38d766aa1d57ef4c214bfa668ac2023b8c9ddf36c034273,0020519,1591862002051915,159186,4115200,-51.93824459999996,-23.422781699999973
210381,862800,d7b54435b084f0a8025de3f7b894989e002943de2b4d6d3687378823dad072c8,0004887,1591862000488760,159186,4115200,-51.97913909999994,-23.41112929999997
210382,862802,13c4f588f1472e73b3839d862fdc56e3bd3ac80e9b10b4950e9413154ab11937,0009664,1591862000966485,159186,4115200,-51.945244299999956,-23.42181779999993
210383,862806,6ad66da8be0422ba1626a89792ec8de89a14c35cedb010a0d0afaafc5d247cff,0020439,1591862002043961,159186,4115200,-51.927728799999954,-23.37836599999997
210384,862810,e049cdaa7594ad4b4fccafcfc1e3befb2c2bbd80da814e90aa5c0fe88d45285e,0020407,1591862002040760,159186,4115200,-51.93824459999996,-23.422781699999973
210385,862813,6b2337871afc1c2a7828a72fa4132cf67fc3e0c379f5b41b8c07383574c64830,0005525,1591862000552586,159186,4115200,-51.949149199999965,-23.419943399999966
210386,862816,8d140a5fb85a308a999abcf4eb60352f0acc25a8e56ce93e8a16fa4f7986bb35,0006401,1591862000640177,159186,4115200,-51.93852319999996,-23.41942629999994
210387,862818,841c09f7c5d7900653b8ae5f3a4e680af8291fa3649e70ff238e3020e7e68e7e,0003293,1591862000329389,159186,4115200,-51.978704499999935,-23.444223499999964
210388,862819,4e6622cef88debd7a46d857ac2b28ecb85e2ae77bb7bb0489a7db0afb63dd46c,0018270,1591862001827069,159186,4115200,-51.95956839999997,-23.42790169999995
210389,862821,dea69fe0b8b3b2331932c4da744a8e97901ef8a28b6c86f3d9474e1c2220dc37,0009623,1591862000962314,159186,4115200,-51.945244299999956,-23.42181779999993
210390,862822,cf1cacc5e58c3dee0acf5a31ccb2c15196d5838e079c7297208477469635bbb5,0020509,1591862002050945,159186,4115200,-51.95087589999997,-23.42403719999993
210391,862828,d96456c7d12fc73b66084c7f678ed3a6ddec72d63ad28ae05813e4d29028ab0e,0020410,1591862002041051,159186,4115200,-51.93824459999996,-23.422781699999973
210392,862830,dd689a0d6b364b56a7dd56bb8e386a597e4eff8c96db8c2a367ed31c2918dedb,0020415,1591862002041536,159186,4115200,-51.965029899999934,-23.422897099999943
210393,862831,02cb0841b46664e9c9cf424c15b29aafb74ca6b29f5d4bbcbbc9a0862101df51,0020396,1591862002039693,159186,4115200,-51.98026999999996,-23.412160899999947
210394,862832,c338d95a4c301f1aee11b58cb78bc54a0ba0fb908d358a278246d1fd70c62eff,0015920,1591862001592038,159186,4115200,-51.95797019999998,-23.422713599999952
210395,862840,17f383cf59d552c867b37bf4daa9a412adb254662c4d9cd0651b90a35f291704,0006680,1591862000668016,159186,4115200,-51.978704499999935,-23.444223499999964
210396,862842,f9de7ec3daa6451a7981c6efd3cb13e71203ede282288beb06efe701bab30829,0020429,1591862002042991,159186,4115200,-51.965029899999934,-23.422897099999943
210397,862846,9e25d7cbae953b7dc9db360fb4455a4b1bc58cbc4419b613bfd7e4d92ef7c33b,0020412,1591862002041245,159186,4115200,-51.93852319999996,-23.41942629999994
210398,862848,4179d01093ec7da0fc78b248561982a54ce6c9e310dda698127edb572272c0c2,0006401,1591862000640177,159186,4115200,-51.93852319999996,-23.41942629999994
210399,862853,692ded2b66705c69a0fa668aaad4264e507a8363c0b1b95bc91d15469c50328f,0020436,1591862002043670,159186,4115200,-51.93638749999997,-23.42567329999997
210400,862858,3d4cde568d12b3e86a905a46c05117f94eee4115a5e0f09fe6d66030fd846199,0020464,1591862002046483,159186,4115200,-51.95468619999997,-23.43093209999995
210401,862859,b73c65410a5973156716b509f7320846b8873a9304d5953c29f66b74de8931db,0003199,1591862000319980,159186,4115200,-51.93752319999999,-23.42312329999993
210402,862861,9a546cb85713b228fe53ce7cb7651d30ea9ac0131080b29d36e4b2415722987e,0007066,1591862000706622,159186,4115200,-51.933002999999985,-23.422817299999963
210403,862864,eee4c9b609fc0dfa74a2239a42b7678328f4b624314d403bfdb7f14fc3982822,0018840,1591862001884008,159186,4115200,-51.927728799999954,-23.37836599999997
210404,862866,254a4ed46b010ac5ef2120cc65cbbf53a74b8d51b64002474e1f7792cdb6d55b,0019580,1591862001958019,159186,4115200,-51.93824459999996,-23.422781699999973
210405,862867,203d683945dacfbbc3b5f8d357860e797368f15527d65a0e8dfa7dcb9b3c1427,0013504,1591862001350411,159186,4115200,-51.965029899999934,-23.422897099999943
210406,862871,49e33c680c7606b0b7080b4fc6b9edcebe53c8f7122a8d04155c8cd5ef922965,0014725,1591862001472534,159186,4115200,-51.945244299999956,-23.42181779999993
210407,862872,3bd2c5893c106dd4101bc4b530825983097b42521e48b7308454ebb780ee2e72,0020442,1591862002044252,159186,4115200,-51.98257609999996,-23.39986049999993
210408,862873,e86fe54645afc2a7677e00de93c78e22ea6b03ce7ece17bb3dddf8a872f816c5,0020056,1591862002005646,159186,4115200,-51.924396299999955,-23.37513809999996
210409,862875,1fffca68ec743ec4220ee560a73a5a69badc7dc577d5168ae387b59f614f64fd,0015972,1591862001597276,159186,4115200,-51.945244299999956,-23.42181779999993
210410,862879,00e3ee7e09c4620ef531eb108c621aab5216556e72b9fb77beb914b8031626fa,0020017,1591862002001766,159186,4115200,-51.96195229999995,-23.425301399999967
210411,862880,383d28c3c20260398507219329b81074ea8bdd21d2a337c05a354de5c1b1c7ff,0010875,1591862001087541,159186,4115200,-51.93474439999994,-23.42286359999997
210412,862885,aadd19ca06024508c326de0ec473c70e1dea5a926ed216a5eb1bbe2e6a1cbbe8,0017455,1591862001745589,159186,4115200,-51.95998059999994,-23.431613599999935
210413,862887,46e5f97e2eca4182bfb2ba8734d9e8f04aee38300d4f69ad5165e1c8b5173849,0020456,1591862002045610,159186,4115200,-51.97716349999996,-23.412359599999945
210414,862890,3aa9fabf18f56bb6a26ad920424d8141934a17dc5da08c3cf691fb21dad4d528,0015541,1591862001554111,159186,4115200,-51.93478849999997,-23.423727999999983
210415,862892,663cee161da5141026327af6926671076aa3116c84ef6fa7c8b14d6e6b10f8fb,0005720,1591862000572083,159186,4115200,-51.949149199999965,-23.419943399999966
210416,862896,f66b92348a99018e661bba9401efd416c3dd42cfee284ce597863e4483c7936b,0020454,1591862002045416,159186,4115200,-51.94217749999996,-23.378237599999977
210417,862897,e2d943d28d1fb6bd27c8474508959131a42379204a4847eec8fbb0fafeb438b4,0020413,1591862002041342,159186,4115200,-51.923747799999944,-23.388472599999943
210418,862900,752612db43879544264b9ca822a16c11aad9cbd8903d36c312252cb1267ce2a4,0015039,1591862001503962,159186,4115200,-51.978704499999935,-23.444223499999964
210419,862904,bfb088a6d394c6c35b7789eece58467c248243be02b41353880e5656c705bb34,0005634,1591862000563450,159186,4115200,-51.949149199999965,-23.419943399999966
210420,862914,7542b9d2c54b1ff08fa809f1992efeaf097d3add48140c087478579c160e6700,0020500,1591862002050072,159186,4115200,-51.96384869999997,-23.42634869999995
210421,862922,fb4f8b13f5c542027723bdcdb9e0ff3655c58430e1a4cb47d3c331e698ab2659,0020558,1591862002055892,159186,4115200,-51.92413709999994,-23.372251199999937
210422,862923,eabafbd6cfe54fd323477aa8783c13487b05d13dcac74d5b1a8315b20f70eeab,0020533,1591862002053370,159186,4115200,-51.978803099999936,-23.410653099999934
210423,862930,dca0b05451025e40c40aa2836b81664688ce2a3063ca9d3256570d0baf9569da,0010894,1591862001089481,159186,4115200,-51.93474439999994,-23.42286359999997
