objectid,id,hash,matricula,cnm,cns,municipio_cod_ibge,lon,lat
208015,857524,637d14417fef7468f1496e7ca29bdaf4d1f22a61b4cdf98aeb41e5f90e91b8ea,0018487,1591862001848797,159186,4115200,-51.96384869999997,-23.42634869999995
208016,857525,1b5265d36c9d70ac5dd8e7c25daefec6163d0076ba32685f53c909a157f67c0e,0001718,1591862000171861,159186,4115200,-51.94151979999998,-23.420807499999967
208017,857526,70c70b3ed193b565b38b0f80cd82d81bc65a9f6cb0e8f96b12bae8c8ea29d3d7,0014113,1591862001411327,159186,4115200,-51.95583149999993,-23.42215619999996
208018,857527,147c9f71c716fb840c0df307db46e2a3b82fa6aed6fe4aa84e31b7d9c83baa44,0015051,1591862001505126,159186,4115200,-51.978704499999935,-23.444223499999964
208019,857528,a2d729468602b7479628936ba63aa31b8c56c0dd30da48034ef1875cbf424e92,0006822,1591862000682275,159186,4115200,-51.978704499999935,-23.444223499999964
208020,857529,7f9276f244af3059e1c8d455f74808c444a8bd676fe8b1b4228f280634cef8d4,0012644,1591862001264469,159186,4115200,-51.926737499999945,-23.37827999999996
208021,857531,903012c0a6e0419533b8d22676cd256dc67feba5f7663d24c7fd35a32396b02b,0016462,1591862001646261,159186,4115200,-51.95604759999998,-23.43333629999995
208022,857532,505bc2324e3cf3d2dd16b6c471a42e288f313f430368c29b57caa521697cb957,0002331,1591862000233165,159186,4115200,-51.92649849999998,-23.439761999999973
208023,857535,9fb17a7e7f9295e4bd8b739c612ac2b7673c087feed81aa5c36adfd37a934e8a,0017914,1591862001791470,159186,4115200,-51.97929089999997,-23.406062899999938
208024,857536,53fe0ffc06cf110e57332eafd5870069aa53d35cf6363b755c99f4386af1acf0,0015119,1591862001511916,159186,4115200,-51.93824459999996,-23.422781699999973
208025,857538,392f6e192e0df99a348c52e8eafca350e2d2e2f81089fb037849071b711d93f4,0018672,1591862001867227,159186,4115200,-51.961046599999975,-23.430473099999972
208026,857539,208fee0ebfdc5076ad1225b4e8d7fd1bd065e405d573fc47b8810f1c9a7c60eb,0018340,1591862001834053,159186,4115200,-51.99335849999994,-23.413640399999963
208027,857540,341fb793497dced4c7f44a4429f9a00b0969da9179119014cd0c399a02fbdf7b,0017105,1591862001710572,159186,4115200,-51.93113789999995,-23.380430199999978
